id,Id_str,Screen_name,Location,Description,Url,Followers_count,Friends_count,Listed_count,Created_at,Favourites_count,Verified,Statuses_count,Lang,Status,Default_profile,Default_profile_image,Has_extended_profile,name,bot
873943070,873943070,jainayushroxs,"New York, USA",b'I Follow My Dreams..You too follow yours. #BeAwesome :)',,47,585,0,2012-10-11 16:44:30,75,False,834,en,"b'{\'created_at\': \'Wed Dec 14 22:40:33 +0000 2016\', \'id\': 809166214668943360, \'id_str\': \'809166214668943360\', \'text\': \'""Whoever kills an innocent human being, it shall be as if he killed all mankind."" [Qur\\\'an 5:32] #Aleppo\', \'truncated\': False, \'entities\': {\'hashtags\': [{\'text\': \'Aleppo\', \'indices\': [96, 103]}], \'symbols\': [], \'user_mentions\': [], \'urls\': []}, \'source\': \'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 2, \'favorite_count\': 0, \'favorited\': False, \'retweeted\': False, \'lang\': \'en\'}'",False,False,True,b'Ayush',0
27187343,27187343,lsarsour,"Brooklyn, NY","b'Palestinian-American-Muslim, racial justice & civil rights activist, media commentator. Born & raised in Brooklyn. #NoDAPL Bookings -- Sarsour.Speaks@gmail.com'",https://t.co/zVTMJHAdHq,188124,2469,2355,2009-03-28 05:42:36,5081,True,84967,en,"b'{\'created_at\': \'Mon Mar 13 18:48:36 +0000 2017\', \'id\': 841360363006414852, \'id_str\': \'841360363006414852\', \'text\': \'RT @naomi_dann: Must read interview with @lsarsour by @collier on why Palestinian rights are a feminist issue https://t.co/mOvlv4NUwz\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'naomi_dann\', \'name\': \'Naomi Dann\', \'id\': 2356566228, \'id_str\': \'2356566228\', \'indices\': [3, 14]}, {\'screen_name\': \'lsarsour\', \'name\': \'Linda Sarsour\', \'id\': 27187343, \'id_str\': \'27187343\', \'indices\': [41, 50]}, {\'screen_name\': \'collier\', \'name\': \'collier meyerson\', \'id\': 31333373, \'id_str\': \'31333373\', \'indices\': [54, 62]}], \'urls\': [{\'url\': \'https://t.co/mOvlv4NUwz\', \'expanded_url\': \'https://www.thenation.com/article/can-you-be-a-zionist-feminist-linda-sarsour-says-no/\', \'display_url\': \'thenation.com/article/can-yo\xe2\x80\xa6\', \'indices\': [110, 133]}]}, \'source\': \'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'retweeted_status\': {\'created_at\': \'Mon Mar 13 18:48:10 +0000 2017\', \'id\': 841360252251570177, \'id_str\': \'841360252251570177\', \'text\': \'Must read interview with @lsarsour by @collier on why Palestinian rights are a feminist issue https://t.co/mOvlv4NUwz\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'lsarsour\', \'name\': \'Linda Sarsour\', \'id\': 27187343, \'id_str\': \'27187343\', \'indices\': [25, 34]}, {\'screen_name\': \'collier\', \'name\': \'collier meyerson\', \'id\': 31333373, \'id_str\': \'31333373\', \'indices\': [38, 46]}], \'urls\': [{\'url\': \'https://t.co/mOvlv4NUwz\', \'expanded_url\': \'https://www.thenation.com/article/can-you-be-a-zionist-feminist-linda-sarsour-says-no/\', \'display_url\': \'thenation.com/article/can-yo\xe2\x80\xa6\', \'indices\': [94, 117]}]}, \'source\': \'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 61, \'favorite_count\': 101, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}, \'is_quote_status\': False, \'retweet_count\': 61, \'favorite_count\': 0, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,True,b'Linda Sarsour',0
2783688878,2783688878,Vedanad,"New Delhi, India","b'Give me a book, a pen and let my feet carry you through the universe inside my head.'",http://t.co/dS2xNeRXnI,124,195,0,2014-09-01 07:35:59,42,False,51,en,"b'{\'created_at\': \'Tue Aug 18 11:09:00 +0000 2015\', \'id\': 633596451101143040, \'id_str\': \'633596451101143040\', \'text\': \'I love looking like a boy sometimes http://t.co/jT6RD1Xlgh via @YouthKiAwaaz\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'YouthKiAwaaz\', \'name\': \'Youth Ki Awaaz\', \'id\': 16579578, \'id_str\': \'16579578\', \'indices\': [63, 76]}], \'urls\': [{\'url\': \'http://t.co/jT6RD1Xlgh\', \'expanded_url\': \'http://www.youthkiawaaz.com/2015/08/what-does-looking-like-a-boy-mean/\', \'display_url\': \'youthkiawaaz.com/2015/08/what-d\xe2\x80\xa6\', \'indices\': [36, 58]}]}, \'source\': \'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 0, \'favorite_count\': 1, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,True,b'Veda Hrudya Nadendla',0
2226496302,2226496302,tamannaahspeaks,,b'Dreamer .. Following my Heart !',,1395789,169,756,2013-12-02 11:11:35,1678,True,4068,en,"b'{\'created_at\': \'Mon Mar 13 06:53:00 +0000 2017\', \'id\': 841180275073794048, \'id_str\': \'841180275073794048\', \'text\': \'Wishing everyone a very #HappyHoli! https://t.co/8pos8KvgG9\', \'truncated\': False, \'entities\': {\'hashtags\': [{\'text\': \'HappyHoli\', \'indices\': [24, 34]}], \'symbols\': [], \'user_mentions\': [], \'urls\': [], \'media\': [{\'id\': 841179052195139584, \'id_str\': \'841179052195139584\', \'indices\': [36, 59], \'media_url\': \'http://pbs.twimg.com/tweet_video_thumb/C6x35CaXUAApDpr.jpg\', \'media_url_https\': \'https://pbs.twimg.com/tweet_video_thumb/C6x35CaXUAApDpr.jpg\', \'url\': \'https://t.co/8pos8KvgG9\', \'display_url\': \'pic.twitter.com/8pos8KvgG9\', \'expanded_url\': \'https://twitter.com/tamannaahspeaks/status/841180275073794048/photo/1\', \'type\': \'photo\', \'sizes\': {\'small\': {\'w\': 340, \'h\': 340, \'resize\': \'fit\'}, \'thumb\': {\'w\': 150, \'h\': 150, \'resize\': \'crop\'}, \'medium\': {\'w\': 600, \'h\': 600, \'resize\': \'fit\'}, \'large\': {\'w\': 600, \'h\': 600, \'resize\': \'fit\'}}}]}, \'extended_entities\': {\'media\': [{\'id\': 841179052195139584, \'id_str\': \'841179052195139584\', \'indices\': [36, 59], \'media_url\': \'http://pbs.twimg.com/tweet_video_thumb/C6x35CaXUAApDpr.jpg\', \'media_url_https\': \'https://pbs.twimg.com/tweet_video_thumb/C6x35CaXUAApDpr.jpg\', \'url\': \'https://t.co/8pos8KvgG9\', \'display_url\': \'pic.twitter.com/8pos8KvgG9\', \'expanded_url\': \'https://twitter.com/tamannaahspeaks/status/841180275073794048/photo/1\', \'type\': \'animated_gif\', \'sizes\': {\'small\': {\'w\': 340, \'h\': 340, \'resize\': \'fit\'}, \'thumb\': {\'w\': 150, \'h\': 150, \'resize\': \'crop\'}, \'medium\': {\'w\': 600, \'h\': 600, \'resize\': \'fit\'}, \'large\': {\'w\': 600, \'h\': 600, \'resize\': \'fit\'}}, \'video_info\': {\'aspect_ratio\': [1, 1], \'variants\': [{\'bitrate\': 0, \'content_type\': \'video/mp4\', \'url\': \'https://video.twimg.com/tweet_video/C6x35CaXUAApDpr.mp4\'}]}}]}, \'source\': \'<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 228, \'favorite_count\': 2050, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,False,b'Tamannaah Bhatia',0
16423109,16423109,RED,,"b""Every generation is known for something. Let's be the one to deliver an AIDS FREE GENERATION. Follow @RED on Instagram: https://t.co/4AHWm1klPh""",https://t.co/KHwjoRxqd1,1120759,8562,9577,2008-09-23 18:37:23,14357,True,9873,en,"b'{\'created_at\': \'Mon Mar 13 19:13:05 +0000 2017\', \'id\': 841366521414852611, \'id_str\': \'841366521414852611\', \'text\': \'New UNAIDS report shows that 1 million women and girls became newly infected with HIV in 2015.\xe2\x80\xa6 https://t.co/rhV4Knd3u7\', \'truncated\': True, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [], \'urls\': [{\'url\': \'https://t.co/rhV4Knd3u7\', \'expanded_url\': \'https://twitter.com/i/web/status/841366521414852611\', \'display_url\': \'twitter.com/i/web/status/8\xe2\x80\xa6\', \'indices\': [96, 119]}]}, \'source\': \'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 9, \'favorite_count\': 14, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,False,b'(RED)',0
15265990,15265990,owlcity,Minnesota,b'https://t.co/KuWPZUTaPd',https://t.co/NGLBEnYOT7,1261014,214,11456,2008-06-28 21:05:52,11752,True,1175,en,"b'{\'created_at\': \'Mon Mar 13 17:33:33 +0000 2017\', \'id\': 841341475027841025, \'id_str\': \'841341475027841025\', \'text\': ""Thought I\'d share a little of what I\'m listening to in the studio. I\'ll be updating this playlist weekly! https://t.co/HxXLu14k5r"", \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [], \'urls\': [{\'url\': \'https://t.co/HxXLu14k5r\', \'expanded_url\': \'http://spoti.fi/2n1Lqvl\', \'display_url\': \'spoti.fi/2n1Lqvl\', \'indices\': [106, 129]}]}, \'source\': \'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 76, \'favorite_count\': 441, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,False,b'Owl City',0
1305995330,1305995330,BestProAdvice,turn our notifications on,b'Improve yourself everyday.',,1466306,157,3319,2013-03-27 00:01:41,3662,False,89632,en,"b'{\'created_at\': \'Mon Mar 13 22:56:33 +0000 2017\', \'id\': 841422758626054145, \'id_str\': \'841422758626054145\', \'text\': \'RT @Funny_Party0: Boyfriend Refuses To Let Girlfriend...!\\n\\nhttps://t.co/Y9roHgRk2j\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'Funny_Party0\', \'name\': \'Funny Party\', \'id\': 2925357146, \'id_str\': \'2925357146\', \'indices\': [3, 16]}], \'urls\': [{\'url\': \'https://t.co/Y9roHgRk2j\', \'expanded_url\': \'http://www.dailydosenewz.com/jkat\', \'display_url\': \'dailydosenewz.com/jkat\', \'indices\': [59, 82]}]}, \'source\': \'<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'retweeted_status\': {\'created_at\': \'Sat Mar 11 23:34:50 +0000 2017\', \'id\': 840707620520378369, \'id_str\': \'840707620520378369\', \'text\': \'Boyfriend Refuses To Let Girlfriend...!\\n\\nhttps://t.co/Y9roHgRk2j\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [], \'urls\': [{\'url\': \'https://t.co/Y9roHgRk2j\', \'expanded_url\': \'http://www.dailydosenewz.com/jkat\', \'display_url\': \'dailydosenewz.com/jkat\', \'indices\': [41, 64]}]}, \'source\': \'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 7, \'favorite_count\': 8, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': True, \'lang\': \'en\'}, \'is_quote_status\': False, \'retweet_count\': 7, \'favorite_count\': 0, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,False,b'Life Tips\xf0\x9f\x92\xa1',0
25365536,25365536,KimKardashian, ,b'',https://t.co/bM4eYwSJCx,50423629,108,80426,2009-03-19 19:21:56,0,True,22737,en,"b'{\'created_at\': \'Mon Mar 13 22:47:52 +0000 2017\', \'id\': 841420573519446016, \'id_str\': \'841420573519446016\', \'text\': \'https://t.co/uJ7W1z5pLY\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [], \'urls\': [{\'url\': \'https://t.co/uJ7W1z5pLY\', \'expanded_url\': \'http://Kimoji.com\', \'display_url\': \'Kimoji.com\', \'indices\': [0, 23]}]}, \'source\': \'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 230, \'favorite_count\': 1126, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'und\'}'",False,False,False,b'Kim Kardashian West',0
268941928,268941928,ParisJackson,strawberry fields foreva,"b'Traveler. Give peace a chance. \xf0\x9f\x8c\xbb WME/IMG Representation ~ based in LA, CA and Manhattan, NY. Power to the people! For booking please contact @iamHamilton.'",,1285998,593,5544,2011-03-19 19:52:53,5328,True,1006,en,"b'{\'created_at\': \'Mon Mar 13 23:13:22 +0000 2017\', \'id\': 841426993849618433, \'id_str\': \'841426993849618433\', \'text\': \'@cruiseskater ""only""? you do realize winter isn\\\'t supposed to be over yet, right? 90 in early march is insane.\', \'truncated\': False, \'entities\': {\'hashtags\': [], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'cruiseskater\', \'name\': \'haphaphooray\xf0\x9f\xa5\x80\', \'id\': 885929916, \'id_str\': \'885929916\', \'indices\': [0, 13]}], \'urls\': []}, \'source\': \'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>\', \'in_reply_to_status_id\': 841421538213560320, \'in_reply_to_status_id_str\': \'841421538213560320\', \'in_reply_to_user_id\': 885929916, \'in_reply_to_user_id_str\': \'885929916\', \'in_reply_to_screen_name\': \'cruiseskater\', \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 0, \'favorite_count\': 0, \'favorited\': False, \'retweeted\': False, \'lang\': \'en\'}'",False,False,False,b'Paris-Michael K. J.',0
28706024,28706024,Pink,los angeles,"b""it's all happening""",https://t.co/7OR98zuOdy,29271320,428,65497,2009-04-04 01:16:34,350,True,6221,en,"b'{\'created_at\': \'Wed Mar 08 22:20:12 +0000 2017\', \'id\': 839601670745022464, \'id_str\': \'839601670745022464\', \'text\': \'Worked w/@Stargate &amp; @Sia on a new song! Excited to share #Waterfall. Pre-save now on @Spotify: https://t.co/Wp3rnMmFNN #WhoIsStargate \xf0\x9f\x8c\x9f\', \'truncated\': False, \'entities\': {\'hashtags\': [{\'text\': \'Waterfall\', \'indices\': [62, 72]}, {\'text\': \'WhoIsStargate\', \'indices\': [124, 138]}], \'symbols\': [], \'user_mentions\': [{\'screen_name\': \'stargate\', \'name\': \'Stargate\', \'id\': 837580841236611072, \'id_str\': \'837580841236611072\', \'indices\': [9, 18]}, {\'screen_name\': \'Sia\', \'name\': \'sia\', \'id\': 23497233, \'id_str\': \'23497233\', \'indices\': [25, 29]}, {\'screen_name\': \'Spotify\', \'name\': \'Spotify\', \'id\': 17230018, \'id_str\': \'17230018\', \'indices\': [90, 98]}], \'urls\': [{\'url\': \'https://t.co/Wp3rnMmFNN\', \'expanded_url\': \'http://bit.ly/ThisIsStargate\', \'display_url\': \'bit.ly/ThisIsStargate\', \'indices\': [100, 123]}]}, \'source\': \'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>\', \'in_reply_to_status_id\': None, \'in_reply_to_status_id_str\': None, \'in_reply_to_user_id\': None, \'in_reply_to_user_id_str\': None, \'in_reply_to_screen_name\': None, \'geo\': None, \'coordinates\': None, \'place\': None, \'contributors\': None, \'is_quote_status\': False, \'retweet_count\': 796, \'favorite_count\': 3108, \'favorited\': False, \'retweeted\': False, \'possibly_sensitive\': False, \'lang\': \'en\'}'",False,False,False,b'P!nk',0
